index,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
507,464026,Male,No,18,No,Healthcare,1.0,Low,2.0,Cat_6,D
1652,460569,Male,Yes,36,Yes,Entertainment,1.0,Average,4.0,Cat_3,C
306,462163,Female,Yes,27,Yes,Artist,4.0,Average,2.0,Cat_3,C
3096,464275,Male,No,30,No,Doctor,0.0,Low,5.0,Cat_6,D
6524,460623,Male,Yes,41,Yes,Executive,5.0,Low,2.0,Cat_1,A
4422,467736,Female,Yes,79,Yes,Lawyer,4.0,High,,Cat_6,B
1095,466291,Male,No,22,No,Healthcare,,Low,,Cat_4,D
6319,459580,Female,No,51,Yes,Lawyer,6.0,Low,1.0,Cat_6,B
5506,460943,Male,Yes,50,Yes,Entertainment,1.0,Average,4.0,Cat_6,B
2814,463594,Female,Yes,35,Yes,Artist,7.0,Average,2.0,Cat_6,C
3635,464940,Female,Yes,30,No,Engineer,1.0,Low,2.0,Cat_4,A
4408,464403,Female,Yes,65,Yes,Lawyer,0.0,High,3.0,Cat_6,C
4517,461682,Male,Yes,75,No,Executive,1.0,High,2.0,Cat_6,C
4314,463275,Male,Yes,29,No,Entertainment,7.0,Average,2.0,Cat_3,D
908,462081,Male,No,22,No,Marketing,0.0,Low,3.0,Cat_4,D
3132,467936,Male,No,27,No,Healthcare,1.0,Low,4.0,Cat_6,D
2370,461990,Female,Yes,68,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
794,467560,Female,Yes,73,Yes,Lawyer,1.0,Low,2.0,Cat_6,B
3173,463143,Female,Yes,52,Yes,Entertainment,,Low,2.0,Cat_3,B
1197,461652,Female,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,C
869,461077,Male,No,39,Yes,Entertainment,1.0,Low,8.0,Cat_3,A
4059,465113,Male,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_4,C
1745,463654,Female,No,39,No,Engineer,4.0,Low,3.0,Cat_3,D
7935,464977,Female,Yes,66,No,,1.0,Average,2.0,Cat_4,B
6823,465896,Male,No,32,No,Doctor,2.0,Low,2.0,Cat_6,D
1956,463632,Male,Yes,30,Yes,Artist,0.0,Average,2.0,Cat_6,C
16,466865,Female,No,32,No,Homemaker,9.0,Low,5.0,Cat_3,D
2816,460761,Male,Yes,52,Yes,Entertainment,0.0,Average,6.0,Cat_4,C
2125,466734,Female,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,B
6287,462061,Male,No,41,No,Doctor,1.0,Low,3.0,Cat_6,B
3282,463870,Female,No,28,No,Healthcare,1.0,Low,2.0,Cat_4,A
7069,462534,Male,No,38,Yes,Artist,,Low,1.0,Cat_6,A
3213,463493,Male,Yes,42,Yes,Executive,,High,4.0,Cat_6,B
4483,459635,Female,No,22,No,Healthcare,8.0,Low,4.0,Cat_6,D
707,465936,Male,No,35,Yes,Artist,6.0,Low,3.0,Cat_6,B
1444,467263,Female,No,32,No,Marketing,,Low,1.0,Cat_4,D
1633,465158,Male,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,A
4198,460242,Male,Yes,41,Yes,Healthcare,8.0,Low,3.0,Cat_6,C
5246,459424,Male,Yes,50,Yes,Doctor,,Low,3.0,Cat_6,B
1393,459043,Female,Yes,49,No,Engineer,1.0,Low,1.0,Cat_7,A
1240,466521,Male,Yes,20,,Marketing,1.0,Average,3.0,Cat_3,A
6099,466828,Male,Yes,50,Yes,Executive,0.0,High,4.0,Cat_6,B
1136,461323,Female,Yes,41,Yes,Healthcare,6.0,Average,2.0,Cat_6,C
4918,463702,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,B
6341,459991,Male,Yes,40,Yes,Artist,6.0,Low,1.0,Cat_6,A
4863,466754,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,B
2697,459737,Female,Yes,81,Yes,Lawyer,8.0,High,2.0,Cat_6,C
463,464875,Male,Yes,42,No,Entertainment,1.0,Low,2.0,Cat_4,B
311,461989,Female,,57,Yes,Engineer,0.0,Average,4.0,Cat_2,C
3024,464862,Female,No,20,No,Engineer,8.0,Low,5.0,Cat_4,D
124,462104,Male,Yes,39,No,Entertainment,9.0,Low,2.0,Cat_3,D
7074,462504,Female,No,49,No,Artist,9.0,Low,1.0,Cat_1,B
6620,462432,Male,Yes,37,Yes,Executive,1.0,Average,2.0,Cat_6,B
3579,459577,Male,Yes,82,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
219,465837,Male,No,62,Yes,,0.0,Low,1.0,Cat_6,A
4710,463242,Female,No,26,No,Engineer,5.0,Low,2.0,Cat_6,A
3362,465552,Female,,23,No,Healthcare,0.0,Low,7.0,Cat_6,D
3477,461836,Male,Yes,53,Yes,Artist,6.0,Average,3.0,Cat_6,C
4635,467202,Male,Yes,22,No,Doctor,1.0,Low,4.0,Cat_6,A
5701,461131,Male,Yes,68,Yes,Artist,0.0,High,,Cat_6,A
1654,459241,Male,Yes,46,No,Entertainment,,Low,5.0,Cat_6,D
4375,462993,Male,Yes,30,No,Artist,,Average,3.0,Cat_6,B
4883,462174,Female,Yes,40,Yes,Engineer,8.0,Average,4.0,Cat_4,D
4214,463901,Male,Yes,35,No,Artist,0.0,Low,6.0,Cat_4,C
4311,461956,Female,No,31,Yes,Artist,2.0,Low,,Cat_6,A
3938,461819,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,C
1021,460182,Female,Yes,43,Yes,Artist,2.0,Average,3.0,Cat_6,B
1443,459481,Male,Yes,47,No,Lawyer,0.0,Low,2.0,Cat_6,A
6426,466780,Female,No,36,Yes,Artist,11.0,Low,,Cat_6,A
517,460666,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6,A
7465,460684,Male,Yes,62,No,Entertainment,8.0,Low,2.0,Cat_3,B
4679,462774,Female,Yes,88,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
8049,461292,Female,Yes,81,No,Lawyer,,High,2.0,Cat_3,D
3795,465085,Male,Yes,83,Yes,Lawyer,,High,2.0,Cat_6,A
4875,461324,Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6,C
1622,466294,Male,Yes,27,Yes,Healthcare,0.0,Low,5.0,Cat_4,D
2101,465608,Male,No,20,No,Healthcare,,Low,5.0,Cat_3,D
5167,462869,Male,No,31,Yes,Doctor,8.0,Low,1.0,Cat_6,D
2203,462407,Male,Yes,37,No,Doctor,2.0,Average,4.0,Cat_6,A
4974,461268,Female,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_4,B
4770,466264,Male,Yes,33,Yes,,0.0,Low,2.0,Cat_3,D
8003,462228,Female,No,29,No,Homemaker,0.0,Low,4.0,Cat_4,A
2244,464225,Female,No,31,No,Doctor,1.0,Low,5.0,Cat_3,C
2336,460290,Female,,50,Yes,Artist,,High,1.0,,B
909,463047,Male,Yes,27,Yes,Homemaker,9.0,Low,,Cat_6,D
2776,463452,Female,Yes,79,Yes,Lawyer,0.0,High,2.0,Cat_6,C
111,464406,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
2396,459707,Female,Yes,74,Yes,Lawyer,,Low,,Cat_6,D
3561,461304,Male,No,19,No,Marketing,2.0,Low,4.0,Cat_6,C
4892,467115,Male,Yes,89,Yes,Lawyer,0.0,Low,2.0,Cat_6,B
4412,466963,Male,No,63,No,Entertainment,7.0,Low,1.0,Cat_6,A
3087,467891,Female,No,30,Yes,Doctor,0.0,Low,5.0,Cat_6,D
4048,465279,Male,Yes,53,Yes,Healthcare,0.0,High,4.0,Cat_6,A
7037,466704,Male,Yes,53,Yes,Doctor,4.0,Average,2.0,Cat_6,C
3252,466967,Male,Yes,49,Yes,Artist,1.0,Low,1.0,Cat_6,A
2290,466698,Female,Yes,26,Yes,Healthcare,8.0,Low,2.0,Cat_3,D
784,460799,Female,No,37,No,Homemaker,1.0,Low,1.0,Cat_1,D
4208,467700,Male,Yes,57,Yes,Entertainment,,Average,2.0,Cat_6,C
5066,463216,Male,No,30,Yes,Artist,8.0,Low,1.0,Cat_6,A
6055,465802,Male,Yes,25,Yes,Healthcare,9.0,Low,2.0,Cat_6,C
3025,461751,Female,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
5006,466195,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6,D
1713,461314,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
2231,463309,Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_3,B
6948,462141,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,C
7648,461360,Female,Yes,30,Yes,Healthcare,0.0,Average,4.0,Cat_6,D
92,465179,Female,Yes,61,Yes,Artist,1.0,High,2.0,Cat_6,C
5454,463660,Male,Yes,85,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
281,461167,Male,Yes,29,Yes,Marketing,1.0,High,2.0,Cat_3,A
5013,463237,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_6,D
3767,460416,Male,No,28,Yes,Healthcare,14.0,Low,1.0,Cat_6,D
792,462967,Male,Yes,47,No,Entertainment,4.0,Average,3.0,Cat_6,B
3673,463803,Female,No,30,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
6883,460222,Female,,72,Yes,Lawyer,4.0,High,,Cat_6,D
1500,467584,Male,Yes,52,No,Doctor,1.0,Average,4.0,Cat_6,B
536,466790,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_3,A
877,465655,Female,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,A
6924,465204,Male,Yes,28,Yes,Healthcare,1.0,Low,2.0,Cat_6,C
3535,459133,Male,No,23,No,Entertainment,1.0,Low,3.0,Cat_4,D
12,461230,Female,No,19,No,Executive,0.0,Low,,Cat_3,D
5401,464941,Female,No,28,No,Healthcare,,Low,4.0,Cat_4,D
5932,462570,Female,No,29,No,Homemaker,1.0,Low,6.0,Cat_6,D
4287,459517,Male,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
56,465769,Male,No,25,Yes,Healthcare,9.0,Low,4.0,Cat_6,D
2373,467398,Male,Yes,37,No,Entertainment,1.0,Low,2.0,Cat_6,A
1069,462977,Male,Yes,36,No,Artist,,Average,3.0,Cat_6,B
7859,461237,Male,No,30,Yes,Doctor,0.0,Low,5.0,Cat_2,A
441,463287,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_2,C
6944,465437,Male,Yes,48,Yes,Executive,2.0,High,5.0,Cat_6,C
572,459298,Male,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_6,C
7100,463926,Female,No,27,No,Engineer,0.0,Low,6.0,Cat_6,D
1156,460996,Female,No,60,Yes,Engineer,1.0,Low,1.0,Cat_6,A
427,467941,Female,No,27,Yes,Doctor,1.0,Low,3.0,Cat_6,A
1889,465367,Male,Yes,69,No,Executive,1.0,High,3.0,Cat_6,B
1699,464452,Female,No,72,Yes,Lawyer,0.0,Low,1.0,Cat_6,C
3989,466206,Female,Yes,60,Yes,Artist,2.0,Average,2.0,Cat_3,C
3291,461849,Male,No,32,No,Healthcare,0.0,Low,4.0,Cat_6,A
5264,466330,Male,No,29,No,Doctor,0.0,Low,3.0,Cat_3,C
1175,463423,Male,Yes,63,No,Executive,0.0,Average,3.0,Cat_6,B
5674,467802,Female,Yes,47,Yes,Artist,0.0,High,5.0,Cat_6,C
1917,465329,Male,Yes,35,Yes,Artist,5.0,Average,2.0,Cat_6,C
4860,463754,Male,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_2,D
6462,464499,Male,Yes,43,Yes,Executive,1.0,High,4.0,Cat_6,B
5800,461400,Male,No,36,No,Marketing,0.0,Low,1.0,Cat_6,D
6238,466488,Male,Yes,62,Yes,Entertainment,0.0,Average,6.0,Cat_6,C
4204,463734,Male,Yes,38,No,Executive,0.0,Average,3.0,Cat_6,A
2545,462607,Female,,37,No,Engineer,2.0,Average,3.0,Cat_4,D
931,465701,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_4,B
888,464121,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_6,B
4109,467170,Male,Yes,35,Yes,Artist,8.0,Low,4.0,Cat_7,A
1140,461588,Male,No,33,Yes,Marketing,0.0,Low,4.0,Cat_2,D
4037,460415,Female,No,59,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
3428,463848,Male,Yes,48,Yes,Artist,1.0,Average,4.0,Cat_1,C
4062,460907,Male,Yes,82,No,Lawyer,1.0,High,3.0,Cat_6,A
6526,467407,Male,No,27,Yes,Artist,7.0,Low,3.0,Cat_6,D
1417,460036,Male,Yes,40,Yes,,3.0,Low,1.0,Cat_6,D
6115,462712,Male,No,33,Yes,Homemaker,,Low,1.0,Cat_6,D
1930,460919,Female,No,19,No,Healthcare,0.0,Low,,Cat_6,D
4871,464127,Female,No,33,Yes,Healthcare,1.0,Low,5.0,Cat_2,B
7999,461813,Male,No,29,Yes,Healthcare,1.0,Low,2.0,Cat_3,D
6818,464240,Male,Yes,52,No,Engineer,,Low,1.0,Cat_2,D
3491,467076,Female,Yes,48,Yes,Doctor,0.0,Average,2.0,Cat_6,B
4878,467948,Female,No,20,No,Healthcare,0.0,Low,3.0,Cat_6,D
7451,459313,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_6,C
5523,465839,Male,No,19,No,Healthcare,,Low,4.0,Cat_6,D
4393,460233,Male,No,43,Yes,Doctor,0.0,Low,,Cat_6,D
2790,467249,Female,No,43,Yes,Marketing,1.0,Low,1.0,Cat_6,D
6360,461719,Male,Yes,82,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
6114,467129,Female,,49,No,Marketing,1.0,Average,3.0,Cat_4,A
7986,461759,Male,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6,C
1355,462367,Male,Yes,56,Yes,Artist,1.0,Average,3.0,Cat_6,B
2211,466619,Male,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_6,C
3067,459847,Female,Yes,49,Yes,Artist,1.0,Average,5.0,Cat_6,C
3552,463392,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_4,B
2485,465930,Female,No,36,Yes,Artist,9.0,Low,2.0,Cat_6,A
7274,461835,Female,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_6,C
2774,459297,Male,Yes,72,Yes,Executive,0.0,High,4.0,Cat_6,C
6205,462166,Male,Yes,26,Yes,Artist,0.0,Low,2.0,Cat_1,C
1282,465067,Male,Yes,62,Yes,Executive,8.0,High,2.0,Cat_6,C
3027,465157,Male,Yes,42,Yes,Entertainment,3.0,Average,4.0,Cat_6,B
7208,460268,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,B
2709,460864,Female,No,20,No,Artist,0.0,Low,3.0,Cat_6,D
2772,461586,Male,No,36,Yes,Artist,6.0,Low,3.0,Cat_2,B
652,465638,Female,Yes,51,Yes,Artist,,Low,,Cat_3,C
478,460056,Male,No,30,Yes,Healthcare,3.0,Low,5.0,Cat_1,C
594,459002,Female,Yes,45,No,Engineer,2.0,Low,2.0,Cat_6,D
1808,466434,Male,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,B
632,467139,Female,No,30,Yes,Artist,0.0,Low,3.0,Cat_6,A
3148,467579,Male,No,38,Yes,Doctor,7.0,Low,1.0,Cat_6,C
167,463497,Male,No,32,Yes,Artist,0.0,Low,5.0,Cat_6,D
368,463560,Female,No,18,No,Healthcare,9.0,Low,5.0,Cat_4,D
4601,466782,Male,No,19,No,,9.0,Low,3.0,Cat_4,D
4698,464969,Female,Yes,65,No,Lawyer,0.0,High,9.0,Cat_4,A
5245,459538,Female,No,45,Yes,Homemaker,11.0,Low,1.0,Cat_6,B
6473,463253,Female,Yes,61,Yes,Doctor,0.0,Average,4.0,Cat_7,B
7872,462673,Female,No,28,No,Homemaker,8.0,Low,,Cat_6,D
2155,459219,Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,C
508,464645,Male,,52,Yes,Artist,1.0,Average,5.0,Cat_4,C
4263,465866,Male,Yes,35,Yes,Artist,7.0,Low,3.0,Cat_6,D
6131,460844,Male,Yes,51,Yes,Healthcare,,Low,2.0,Cat_6,A
3046,462531,Female,Yes,59,No,Homemaker,,High,2.0,Cat_6,B
4530,465697,Female,Yes,47,No,Artist,7.0,Low,1.0,Cat_6,C
4377,466389,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Cat_6,A
487,464938,Male,Yes,46,No,Artist,0.0,Low,3.0,Cat_4,A
6059,467260,Male,No,27,No,Doctor,9.0,Low,4.0,Cat_6,D
1928,466917,Male,Yes,43,No,Executive,3.0,Low,,Cat_6,B
5754,462685,Female,No,32,No,Healthcare,,Low,3.0,Cat_4,D
7426,467416,Female,No,38,Yes,Doctor,8.0,Low,1.0,Cat_4,B
1068,466796,Male,,56,Yes,Artist,0.0,Average,5.0,Cat_6,A
3719,464596,Female,Yes,35,Yes,Executive,0.0,Low,2.0,Cat_6,B
2807,464520,Male,Yes,46,No,Entertainment,8.0,Low,2.0,Cat_6,D
6561,461288,Male,No,26,Yes,Doctor,1.0,Low,4.0,Cat_6,C
7089,460192,Male,Yes,41,Yes,,0.0,Low,2.0,Cat_7,D
2708,463118,Female,Yes,49,Yes,Doctor,,High,3.0,Cat_6,B
6468,460911,Male,No,25,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
339,460109,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_6,C
1205,464922,Female,No,20,No,Healthcare,0.0,Low,5.0,Cat_4,D
3335,459349,Female,Yes,48,Yes,Artist,0.0,High,4.0,Cat_6,C
3461,466892,Male,Yes,51,Yes,Artist,1.0,Average,3.0,Cat_6,C
3191,466889,Male,Yes,50,Yes,Executive,0.0,High,4.0,Cat_6,C
5423,461065,Male,Yes,61,Yes,Executive,,Low,6.0,Cat_3,B
2062,464649,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,A
7711,465318,Male,No,21,No,Doctor,6.0,Low,6.0,Cat_7,C
4002,463366,Male,Yes,71,No,Lawyer,0.0,Low,5.0,Cat_3,D
3302,466011,Male,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_4,B
8018,460935,Male,Yes,87,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
4467,463453,Male,No,27,Yes,Healthcare,,Low,4.0,Cat_6,B
7232,466204,Male,Yes,50,Yes,Artist,0.0,Average,3.0,Cat_6,C
6800,464437,Female,Yes,48,Yes,Engineer,0.0,Average,4.0,Cat_6,B
4084,461119,Female,No,23,No,Healthcare,6.0,Low,3.0,Cat_3,D
7961,466875,Female,No,36,Yes,Marketing,0.0,Low,2.0,Cat_3,D
2543,463353,Male,Yes,50,Yes,Executive,4.0,Average,4.0,Cat_2,B
3166,462354,Male,Yes,62,No,Artist,1.0,Average,2.0,Cat_6,C
4405,466993,Female,Yes,43,Yes,Engineer,9.0,Average,2.0,Cat_6,C
6145,463950,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_7,D
3527,463569,Female,Yes,59,No,Marketing,1.0,Average,4.0,Cat_1,D
71,460219,Female,Yes,51,Yes,Entertainment,8.0,Average,2.0,Cat_6,A
3198,459692,Female,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6,C
6909,467483,Male,Yes,55,Yes,Executive,0.0,High,9.0,Cat_6,A
2320,459427,Female,Yes,28,Yes,Healthcare,,Low,2.0,Cat_6,D
5720,466382,Female,Yes,52,Yes,Engineer,4.0,High,2.0,Cat_4,B
6775,461307,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
6374,461622,Male,Yes,35,Yes,Executive,4.0,High,4.0,Cat_6,C
145,461631,Male,No,29,No,Marketing,8.0,Low,5.0,Cat_6,C
7932,461805,Female,No,31,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
179,463991,Female,No,31,Yes,Engineer,8.0,Low,1.0,Cat_6,A
2883,463263,Female,Yes,70,Yes,Engineer,0.0,High,2.0,Cat_6,B
5489,462181,Female,No,32,Yes,Healthcare,8.0,Low,3.0,Cat_6,C
4064,459951,Male,Yes,53,Yes,Artist,0.0,Low,1.0,Cat_6,A
6449,466239,Male,Yes,69,Yes,Executive,0.0,Low,2.0,Cat_4,B
5041,467784,Female,Yes,45,Yes,Artist,9.0,Low,1.0,Cat_7,C
2427,461452,Female,No,31,Yes,Doctor,0.0,Low,4.0,Cat_3,A
3809,467554,Female,No,28,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
5884,459703,Male,Yes,37,Yes,Artist,0.0,Low,3.0,Cat_6,A
1866,461812,Male,Yes,30,No,Artist,9.0,High,6.0,Cat_2,A
5752,460746,Male,No,22,No,Marketing,1.0,Low,3.0,Cat_6,A
6979,466395,Female,Yes,37,Yes,Doctor,2.0,High,2.0,Cat_4,A
2199,459590,Male,Yes,22,No,Executive,1.0,High,3.0,Cat_6,D
3945,462038,Male,No,31,Yes,Artist,4.0,Low,4.0,Cat_6,A
5228,465025,Male,Yes,73,Yes,Executive,0.0,High,2.0,Cat_6,C
335,464622,Female,No,30,No,Healthcare,8.0,Low,3.0,Cat_6,A
5073,467622,Male,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6,C
5253,462481,Male,No,33,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
4787,461683,Male,Yes,43,Yes,Executive,1.0,High,4.0,Cat_6,B
3837,467029,Male,Yes,42,Yes,Artist,8.0,Average,2.0,Cat_6,C
2387,462491,Male,No,31,Yes,Artist,1.0,Low,5.0,Cat_6,C
5935,463868,Male,Yes,51,No,Engineer,1.0,Average,7.0,Cat_4,B
7066,462513,Male,No,26,Yes,Artist,,Low,4.0,Cat_4,A
2689,462653,Male,Yes,48,Yes,Executive,0.0,Average,4.0,Cat_4,A
3712,460665,Male,No,29,No,Entertainment,5.0,Low,1.0,Cat_6,D
7409,463494,Male,Yes,47,,Healthcare,,Average,4.0,Cat_6,D
3314,466551,Male,Yes,36,Yes,Artist,9.0,Average,2.0,Cat_6,B
5212,467128,Female,No,32,No,Homemaker,1.0,Low,1.0,Cat_6,A
641,465538,Male,Yes,62,No,,7.0,High,2.0,Cat_6,D
1090,465011,Male,Yes,66,Yes,Executive,3.0,High,2.0,Cat_6,C
7671,462985,Male,Yes,32,Yes,Doctor,9.0,Average,3.0,Cat_6,A
3646,466421,Male,Yes,26,No,Doctor,4.0,Average,3.0,Cat_3,D
5329,464432,Male,No,31,No,Engineer,8.0,Low,2.0,Cat_3,D
4715,459109,Male,Yes,49,Yes,Entertainment,7.0,Average,4.0,Cat_6,C
6157,461089,Male,No,20,No,Marketing,0.0,Low,3.0,Cat_3,B
1062,466996,Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,A
2449,461063,Male,Yes,53,No,Lawyer,0.0,Low,2.0,Cat_6,D
3079,467711,Female,No,31,Yes,Artist,,Low,1.0,Cat_6,A
4168,464370,Male,Yes,65,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
5561,460247,Female,No,25,No,Doctor,8.0,Low,,Cat_6,D
4166,464789,Female,Yes,48,Yes,Artist,0.0,Average,5.0,Cat_4,B
1668,461703,Female,Yes,29,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
1118,467352,Male,Yes,51,Yes,Executive,1.0,High,4.0,Cat_6,C
7870,462301,Female,No,27,No,,12.0,Low,3.0,Cat_6,D
912,462835,Male,Yes,59,No,Engineer,,Average,4.0,Cat_6,B
2137,462330,Female,No,30,No,Artist,1.0,Low,1.0,Cat_6,B
1247,461831,Male,No,30,Yes,Doctor,0.0,Low,3.0,Cat_6,C
5018,464104,Male,Yes,62,No,Artist,0.0,Average,3.0,Cat_6,C
3540,463540,Male,Yes,56,Yes,Artist,8.0,Average,3.0,Cat_6,C
6278,467152,Male,Yes,43,No,Artist,8.0,Low,1.0,Cat_6,A
4660,463449,Male,Yes,25,No,Healthcare,1.0,Average,2.0,Cat_6,D
7377,463921,Female,Yes,49,Yes,,,Low,1.0,Cat_6,B
7464,460521,Male,No,39,Yes,Artist,1.0,Low,,Cat_4,C
6571,465487,Male,No,25,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
3679,466215,Male,Yes,53,Yes,Artist,3.0,Average,4.0,Cat_6,C
3659,464808,Male,Yes,42,No,Entertainment,1.0,Low,4.0,Cat_4,A
6208,465745,Male,Yes,38,Yes,Artist,2.0,Low,2.0,Cat_6,C
5504,467441,Male,No,42,Yes,Artist,,Low,1.0,Cat_6,A
6542,466201,Male,Yes,42,Yes,Doctor,1.0,Average,5.0,Cat_4,C
553,463471,Male,No,57,Yes,Marketing,1.0,Low,4.0,Cat_7,A
3296,461743,Male,Yes,62,Yes,Doctor,1.0,High,2.0,Cat_6,C
4228,459101,Male,Yes,81,No,Lawyer,8.0,Low,2.0,Cat_6,B
1185,465235,Male,Yes,46,Yes,Healthcare,1.0,High,3.0,Cat_6,C
4459,465224,Male,Yes,61,Yes,Executive,0.0,Low,3.0,Cat_6,D
5836,461484,Female,No,27,Yes,Healthcare,1.0,Low,5.0,Cat_6,C
878,462988,Female,Yes,27,Yes,Healthcare,9.0,High,2.0,Cat_6,D
6291,459024,Male,Yes,50,Yes,Artist,0.0,Average,5.0,Cat_6,C
7241,459623,Male,Yes,46,No,Entertainment,,Average,5.0,Cat_4,B
7070,466172,Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,C
1981,465859,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,A
3602,467513,Female,Yes,36,No,Engineer,,Average,4.0,Cat_4,D
7880,467272,Male,Yes,76,Yes,Lawyer,8.0,High,2.0,Cat_6,A
1287,459355,Female,Yes,78,No,Homemaker,,Low,1.0,Cat_6,A
5346,466641,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
7569,466565,Male,Yes,29,No,Artist,6.0,Average,2.0,Cat_6,B
7730,460142,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,B
3871,465939,Female,No,32,Yes,Engineer,0.0,Low,2.0,Cat_6,D
1679,461248,Female,No,37,No,Healthcare,1.0,Low,1.0,Cat_6,D
6789,463934,Female,Yes,43,Yes,Artist,3.0,Average,2.0,Cat_6,C
5806,462188,Female,Yes,53,No,Engineer,0.0,Average,4.0,Cat_4,B
4754,462087,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_2,A
3041,463303,Female,Yes,49,Yes,Homemaker,2.0,Average,4.0,Cat_6,B
3253,465145,Male,Yes,45,Yes,Artist,0.0,Average,2.0,Cat_6,C
4029,462483,Male,Yes,63,Yes,,1.0,Average,2.0,Cat_6,C
7441,467121,Male,Yes,53,Yes,Doctor,1.0,Low,,Cat_6,A
3946,463341,Female,Yes,48,No,Engineer,1.0,Average,6.0,Cat_3,A
472,461595,Female,No,32,Yes,Healthcare,0.0,Low,3.0,Cat_4,A
7416,466582,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,D
6941,462794,Male,No,27,No,Healthcare,10.0,Low,5.0,Cat_6,D
3232,465087,Male,No,29,Yes,Doctor,1.0,Low,4.0,Cat_6,B
2794,462633,Female,,28,Yes,Doctor,,High,8.0,Cat_4,D
7975,464623,Male,Yes,35,Yes,Entertainment,9.0,High,2.0,Cat_2,A
6508,459268,Female,No,33,No,Homemaker,7.0,Low,,Cat_6,D
5446,464044,Female,No,40,Yes,Entertainment,1.0,Low,3.0,Cat_6,B
6639,459087,Female,No,21,No,Doctor,0.0,Low,3.0,Cat_6,C
3685,465345,Female,No,40,Yes,Artist,0.0,Low,,Cat_6,B
7008,459804,Male,Yes,45,No,Artist,3.0,High,4.0,Cat_6,C
3038,466103,Female,Yes,40,No,Engineer,0.0,Low,5.0,Cat_6,C
